,,,,,,,,,cm,,Month/day/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,μg C/g soil,umol/g soil or nmol/g soil/hr,,ug NH4-N/g soil        ,Scale 0-14,μg C/g soil,%,,,,,,g/cc,%,,,%,ugN/g soil,,,μg N/g soil,Ratio,,ug NH4-N/g soil,,Status,Project links,Timestamp,,,,,,,,,,,,,,,,,,,,,,decimal degrees,decimal degrees
774,CIG-2020,,,,,2024-0387,2023-0102,025-0019-2024-0336,0,15,2/8/21,Oahu,,15,horticulutral and vegetable,2017-2021,Unmanaged/abandoned,,,#N/A,,NA,,,108,,Agroforestry | Lawn/yard/park,No change,Compost,"1,000 lb/ac/yr - 1 ton/ac/yr",Other organic,,,#VALUE!,,,,#VALUE!,Disc,N/A,,,Surface Drip,Weeds,Kaiwiki,,,Pasture,,,Mollisol,,Torrert,HAC,,2.21,55.25,,,66.34,7.45,282.45,69.4,43.46995471,0.79,0.67,0.50,0.60,1.019,77.39972659,0.00,#N/A,0.15,#N/A,,,,7.166666667,#N/A,10.71,,,21.72,3/9/2022,scoring_function_noPIALv2,10/15/2024,,,,,#N/A,66,0.46,,,,,,,,,,,,,21.759618,-158.004595
509,ORCD,Baseline,Row Crop,,,2023-0362,2023-0103,011-0047-2023-0057,0,15,11/23/2023,Oahu,,564,Unmanaged forest,,Unmanaged/abandoned ag land,,Pineapple or sugarcane plantation,#N/A,,NA,,,2K Farms Carbon Addition 4,2,Nothing/bare fallow,Unmanaged forest,Natural farming practices,"500-1,000 lb/ac/yr",,10-20 tons/ac/yr,,,,,,,None,,No,No,None,,Hanalei-Lolekaa,,,Conventional,None,,Inceptisol,Haplustoll,,LAC,,6.16,92.25,41.03,8.61,-3.36,7.89,413,93.40,9.87,0.28,0.10,0.15,0.46,,,1.54,#N/A,,,#N/A,#N/A,33.41,12.25806452,#N/A,7.69,,In progress,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,10/4/2023,scoring_function_noPIALv2,10/15/2024,,,,,,112,,#N/A,,5.61,,,,,,,,,,19.308849,-155.621702
443,SSH,,,,Own,2024-0135,2023-0104,016-0195-2023-0294,0,15,7/5/2024,Big Island,,5,Cropland,2014-2024,Cropland,,,,,,,,48,0.0094 acres,Commercial veg/fruits,Protected forest,,,,,,,,,,,None,,Unkonwn,Yes,,,Waialua Series,,,Pasture,PIAL,,Vertisol,,Udox,PNCM,,1.32,241.657,,13.72,96.80,,398.61,95.24,8.960915394,,0.53,0.86,0.49,1.6,,#N/A,,0.17,58.49,#N/A,#N/A,,14.2,#N/A,4.59,,,,,scoring_function_noPIALv2,10/15/2024,11,,,,,,,78,160,,,,,,,,,,,21.832532,-154.959480
311,CIG-2020,Round 1,,,Own,354,2023-0105,025-0019-2025-0045,0,15,11/2/17,Oahu,,0.49,Agroforestry,1970-2019,Unmanaged forest,,#N/A,1890-1990,,,,,133,247.48,Orchard/tree crop,Commercial veg/fruits,None,0-250 lb/ac/yr,,,,,,,,,None,Other,Yes,Yes,Surface Drip,"Mulch (woodchip, leaf litter, other organic material)",Ewa,,,Organic cropland,PIAL,,Vertisol,Endoaquept/Palehumolt,Ustoll,HAC,,1.52,41.59,63.95,8.64,25.41,,292.44,140.47,16.24,,0.14,0.15,0.70,,,#N/A,#N/A,0.26,37.16,0.00,#N/A,64.54,,#N/A,7.96,,,https://docs.google.com/spreadsheets/d/1vvr8eArKoytCODjnddGh5IJ8FjkEFDGUJxVxafpK9CY/edit#gid=1076234662 ,3/9/2022,scoring_function_noPIALv2,10/15/2024,,,,,,,,,,,5.19,,,,,,27,,,22.130472,-158.878995
425,Kākoʻo ʻŌiwi,,,,,34,2023-0106,002-0014-2019-0070,0,15,11-21-20,Big Island,,2,Orchard,2019-curent,Cropland,1850-1950,1870-1980,,,,,,Lot 16 compost 3,12,Orchard/tree crop,Orchard/tree crop,None,0-250 lb/ac/yr,,,,,,,,,None,,No,Unknown,None,Weed Mat,Lualualei,,,Mixed conventional and organic,None,High,Andisol,Palehumult,Ustox,PNCM,,4.10,52.426,35.33,35.14,4.69,6.68,332.00,146.65,4.34,,0.85,0.16,,0.66,78.68581274,,0.50,0.72,,27.65595178,#N/A,64.87,12.89010989,#N/A,29.02,,Done,https://docs.google.com/spreadsheets/d/1hGlEMKGPfx7rKo0q2c9sM2IpVLl6aTYW1_uPczssraQ/edit#gid=2114689344,3/9/2022,,10/15/2024,,,,,,39,,,193,9.78,,,#N/A,,,,,,,20.991888,-159.990337
977,CIG-2020,,,,Own,2024-0134,2023-0107,011-0126-2024-0455,0,15,8/14/2019,Oahu,,23,Pasture,2009-2022,No Change,1941-1993,,1856-1941,,,,,Plot 10 control 2,,Orchard/tree crop,Weeds/Unmanaged,Manures,,,,,,,,,#VALUE!,Disc,More than twice,No,,Surface Drip,Weeds,Consumo,,,Organic cropland,PIAL,,Vertisol,Haplustoll,,LAC,,1.34,106.32,14.51067641,33.04,286.83,6.59,162,105.8,0.86,1.00,,0.63,0.84,0.88,64.35,#N/A,0.00,1.21,#N/A,#N/A,,165.31,7.222222222,#N/A,,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,,#N/A,10/15/2024,,20,,,,,#N/A,167,,,,,,,,,,,,20.633098,-155.719858
547,CIG-2020,Round 1,,,,2023-0010,2023-0110,007-0031-2020-0271,0,15,8/21/2019,Oahu,,6,Cropland,1920-present,,1850-1950,#N/A,#N/A,,,,,P7-cover crop-crotalaria,,Weeds/Unmanaged,,Synthetic blend,,,,,,,,,,None,More than twice,,Yes,,Bare soil,Ewa,,,Agroforestry,PIAL,Low,Histosol,Hapludand,Ustoll,LAC,,1.70,74.142,93.48770189,138.54,,7.17,,64.97,1.244266994,0.94,0.94,0.50,,,,0.05,#N/A,0.19,#N/A,,#N/A,20.81,12.45652174,#N/A,2.97,,Done,,3/9/2022,0.33,10,,,,,,20,,,,,,,,,,,,,,21.812363,-155.778483
1073,CIG-2020,,,,Lease,2023-0411,2023-0111,011-0085-2022-0148,0,15,12/07/2023,Pohnpei,,23,Cropland,2006-present,Cropland,1976-2016,#N/A,#N/A,,,,,Plot 10 control 1,,Agroforestry,Protected forest,Synthetic blend,0-250 lb/ac/yr,,,Compost,,,,,#VALUE!,None,More than twice,Yes,Yes,None,Weeds,La Luna,,,Conventional cropland,PIAL,,Mollisol,Calciargid,,HAC,,2.94,138.798,45.52,52.33,10.51,6.37,577,56.55,86.31,0.48,0.83,0.24,0.02,,68.97228354,#N/A,1.50,0.3,,#N/A,,281,14.81818182,#N/A,,,,#N/A,5.7,,8,45,,,,790,,,,230,4.81,,,,,,#REF!,,,,19.226146,-156.637968
787,CIG-2020,,,,Own,2022-0162,2023-0112,022-0172-2023-0218,0,15,12/06 and 12/09/2023,Oahu,,200,Agroforestry,,Protected forest,1900-2010,1950-1985,,,,,,P8- control,2,Nothing/bare fallow,Grass/weeds/unmanaged,,250-500 lb/ac/yr,,,,#VALUE!,,,,,None,,No,No,None,Living mulch,Paia,,,Protected forest,PIAL,,,,Folist,LAC,,4.77,,69.42,51.29,113.11,6.56,,73.51,11.32,0.38,0.31,0.45,0.24,1.22,,,#N/A,0.08,#N/A,10.62691972,13.11,6.68,11.39,,27.97,,,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,,0.38,10/15/2024,,,2411,1444,,26,,,,,,,,4.9,,,,,,21.109854,-155.896089
1526,Department of Health,,,,Own,2025-0213,2023-0113,008-0204-2023-0356,0,15,8/12/2019,Oahu,,,Cropland,2013-current,Protected forest,1900-1996,#N/A,1856-1941,Pineapple or sugarcane plantation,,,,76,10,,No change,Synthetic blend,N/A,Synthetic blend,,,,,,,,None,Yearly,Yes,Yes,Sprinkle,Weeds,,,,,None,,Mollisol,,,HAC,,5.2,23.78,12.36,22.42,73.50,5.89,107,75.4,3.53,0.22,#N/A,0.27,0.98,1.24,74.71,2.54,0.10,,,#N/A,,,,#N/A,17.09,,Done,,#N/A,scoring_function_noPIALv2,,,,,,,,,,,4.39,,,,,,,,,,21.524285,-159.383207
868,Mark Thorne,,,,Own,2024-0139,2023-0114,011-0022-2022-0121,0,15,3/11/2024,Big Island,,5,Orchard,Agroforestry,,,Pineapple or sugarcane plantation,#N/A,Unmanaged/abandoned,,,,Ground Cover + Compost 4,,Orchard/tree crop,No change,None,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,#VALUE!,,,None,,No,No,,Weeds,Lolekaa,,,Protected forest,PIAL,Low,Oxisol,Haplustoll,,PNCM,,1.27,190.115,13.47,93.59,,5.8,1102.91,100.54,32.64474366,0.39,0.99,#N/A,0.99,,,4.48,#N/A,0.23,#N/A,#N/A,,78.14,8.055555556,508.99,4.9,,,https://docs.google.com/spreadsheets/d/1vvr8eArKoytCODjnddGh5IJ8FjkEFDGUJxVxafpK9CY/edit#gid=1076234673,3/9/2022,0.99,10/15/2024,256,,,,,,,141,,12.37,,,,,,,,,,21.074310,-155.168861
1759,CIG-2020,,,,Lease,2024-0430,2023-0115,023-0011-2024-0426,,15,05/24/2023,Maui,,300,horticulutral and vegetable,Continuous,,#N/A,Pasture,1890-1990,,,,,KOVCE Plot 38 sample 1,60,Forage,Nothing/bare fallow,Bone/blood meal,0-250 lb/ac/yr,,,,250-500 lb/ac/yr,,,,,Roto,More than twice,No,Yes,Sprinkle,Weeds,Tolonier-Dolen,,,Pasture,None,,Andisol,Haplustoll,Orthod,PNCM,,4.29,98.70,108.65,22.31,38.74,6.01,1052.00,,55.17,0.94,,0.23,0.52,0.74,69.11499097,#N/A,,0.61,#N/A,6.125856264,#N/A,26.55,11.39141312,#N/A,,,,https://docs.google.com/spreadsheets/d/1qDjNW0YIq46KWS11xkO2oLj7US4pomIO3bi64RSodNQ/edit#gid=2114689344,3/9/2022,scoring_function_noPIALv2,,,,4080,,#N/A,,,,,,#N/A,512,,,,,,,,19.844378,-156.996058
662,HICSC,Preclearing Baseline,,,,2022-0213,2023-0116,007-0028-2019-0214,0,15,11/8/2018,Oahu,,23,Pasture,2019-2021,,#N/A,Agroforestry,,,,,,94,,Nothing/bare fallow,Commercial veg/fruits,None,,,#VALUE!,,,,,,,None,,No,Yes,None,Bare soil,Ewa,,,Conventional cropland,PIAL,,Mollisol,Haplustept,Ustand,PNCM,,4.71,174.708,50.87,5.88,71.03,8.19,2873.99,90.02,4.159398871,0.22,0.31,0.10,#N/A,0.76,45.88,#N/A,0.50,0.09,#N/A,#N/A,7.212108139,288,9.076923077,#N/A,23.17,,Done,https://docs.google.com/spreadsheets/d/1hGlEMKGPfx7rKo0q2c9sM2IpVLl6aTYW1_uPczssraQ/edit#gid=2114689344,6.2,scoring_function_noPIALv2,10/15/2024,,,,,#N/A,,,35,,,8.98,,,18.6,,,,,,19.595691,-156.819328
931,Hannah Hubanks,Baseline,,,Own,2024-0511,2023-0117,017-0139-2023-0126,0,15,9/20/2024,Oahu,,128,Agroforestry,2006-present,Protected forest,,1880-2024,,,,,,19,Site I26,Agroforestry,No change,Synthetic blend,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,,,,Other,,Yes,No,None,,Waialua Series,,,Pasture,PIAL,,Andisol,Ustifolist,Ustox,HAC,,1.36,45.23,44.04,84.03,72.46,6.56,,95.05,3.587634508,0.70,0.45,0.87,0.70,,2.095569184,#N/A,1.00,0.44,41.11,,#N/A,,12.78,#N/A,9.26,,Done,https://docs.google.com/spreadsheets/d/1mlqU9zH13GHF_afZSs_ju9Wjtxa9TrjZFf9XEAViy30/edit#gid=1076234648,10/4/2023,scoring_function_noPIALv2,#N/A,,10,,,,,,,1,,,,#N/A,,,,,,,19.314061,-156.422352
1803,SSH,Baseline,,,Own,255,2023-0118,017-0148-2023-0143,0,15,,Tinian,,1,Unmanaged forest,2010-2022,,up until 2012,Orchard,,,,vanna grass,,76,1,Weeds/Unmanaged,Agroforestry,None,n/a,,,Synthetic blend,,,,,,Disc,Yearly,Yes,Yes,None,Weeds,Humatas,,,Conventional cropland,,,Vertisol,,,HAC,,1.37,119.15,76.64,5.77,67.09,6.32,984.79,98.84,3.83,0.42,0.54,0.70,#REF!,#N/A,62.67398287,0.11,10.50,,#N/A,18.37031583,#N/A,,10,8.37,3.37,,Done,37.21,3/9/2022,0.08,#N/A,128,62,#N/A,,,,,63,164,,,442,,,,,,,,21.115060,-154.952669
1519,SSH,Round 1,,,Own,2022-0031,2023-0119,008-0023-2020-0415,0,15,12/07/2023,Oahu,,5.8,Secondary forest,1996-2022,,,,,,,,,45,,Forage,Commercial veg/fruits,Compost,,,,,,,,,,Disc,,No,No,Surface Drip,Bare soil,,,,Pasture,None,,Mollisol,Endoaquept,Ustox,HAC,,9.38,19.700,180.17,38.66,20.08,6.48,4081.3,69.01,13.02,,1.00,0.61,0.61,0.52,86.21973834,#N/A,1.00,0.16,#N/A,8.577741088,11.45319408,271.33,10.53,#N/A,12.64,,Done,https://docs.google.com/spreadsheets/d/16vOfuaO-7wjY4aZkgjh6N8wdHOK1Ohe130j1QIxvXms/edit?usp=sharing,,,,,,,,162,,,,,2.43,,,,,,,,,,19.263268,-158.498663
511,CIG-2020,Waialua Farms,,,Lease,2024-0225,2023-0120,011-0082-2024-0408,0,,4-21-2022,Pohnpei,,0.49,crop land,1996-present,Pasture,,,,Unmanaged/abandoned,,,,Pepper,single,Row crop monoculture,,Bone/blood meal,other,,,,#VALUE!,,,,,,,Yes,No,None,Weeds,Ookala,,,Conventional cropland,PIAL,,Andisol,,Argid,PNCM,,5.21,183.11,50.7,14.35,13.2,8.22,305.39,256.7,37.4,0.49,0.55,0.98,0.26,0.85,#N/A,,0.00,0.58,#N/A,#REF!,,,14.28,#N/A,7.43,,Done,,,,10/15/2024,,,,,#N/A,,0.84,,,3.54,,,,,,#REF!,25,,11_CIG_OnFarmTrials/CIG_HSH_SoilHealthDataAnalysis_ ANDIC_(PNCM_HIST).xlsx,19.646303,-155.291911
378,Department of Health,,,,Own,2023-0463,2023-0121,016-0071-2022-0049,0,15,12/30/20,,,5.8,Orchard,,Cropland (corn),#N/A,,#N/A,,,,,Cowpea 1,0.25,Orchard/tree crop,Row crop monoculture,Manures,,,#VALUE!,,#VALUE!,,,,,,,No,No,Surface Drip,"Mulch (woodchip, leaf litter, other organic material)",Lualualei,,,Organic cropland,None,,Mollisol,Udifolist,Aquept/Humolt,LAC,,11.9,179.341,67.73,32.91157711,33.37,7.92,,,,0.33,0.15,0.79,0.57,,#N/A,0.01,#N/A,,#N/A,#N/A,46.65,69.91,9.487179487,16.15,,,Done,https://docs.google.com/spreadsheets/d/1pQo3yk7sTzfCeFaGWk2K4cDxDQ7GfXOt71b2iiVU0fA/edit#gid=2114689344,,0.45,10/15/2024,,,,,,,,,,,,,,,,,,,,20.449997,-159.855774
1845,Client Projects,Round 2,,,Other,2021-0669,2023-0122,017-0043-2021-0623,0,15,,Molokai,,,Agroforestry,2016-2024,Pineapple/Sugar cane plantation,not available,,,Unmanaged/abandoned,,,,Lot 16 compost 2,1 acre,Weeds/Unmanaged,No change,None,0-250 lb/ac/yr,,,,,,,,,Mulboard,More than twice,No,No,Surface Drip,Weeds,Lualualei,,,Conventional cropland,None,,Ultisol,Haplustoll,Ustoll,LAC,,5.35,55.387,178.7,25.31,159.13,,645.65,69.61,,0.42,0.64,0.63,0.19,1.22,22.22,0.00,0.50,0.44,,11.5822109,#N/A,30.3,,10.41,,,,,7.5,0.7,#N/A,#N/A,,2646,,,,,,,,,,,,,,,56,,21.843778,-156.086115
61,Department of Health,Baseline,,,Lease,2024-0438,2023-0123,011-0049-2022-0002,0,15,7-8-21,Big Island,,61,Unmanaged forest,Since approximately 1800s,Unmanaged forest,1976-2016,Cropland,,,,,,EEA Corozal 3,5.8,Nothing/bare fallow,Commercial veg/fruits,Synthetic blend,,,,,,,,,,None,Yearly,,,none,,Kemoo,,,Conventional cropland,PIAL,,Mollisol,Haplustoll,Humult,HAC,,1.55,28.2954,18.43,8.98,42.92,6.76,171,121.84,,0.79,0.74,0.63,#REF!,,,0.94,#N/A,0.49,#N/A,26.04420892,33.56,77,15.88888889,18.64,,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit?usp=sharing,,,10/15/2024,160,,,,363,,,,,,,,,#N/A,,,,,,21.357295,-158.055417
1307,AFRI-2020,,,,Other,31,2023-0124,015-0038-2021-0570,5,15,09/15/2022,Kauai,,1 ac,Cropland,2006-present,Unmanaged forest,1994-2013,,,,,,,Hema,,Row crop monoculture,Forage,Synthetic blend,n/a,,,,,,,,#VALUE!,None,,No,Unknown,None,Bare soil,Lolekaa,,,Shrubland,PIAL,,Mollisol,Palehumult,Ustox,LAC,,,333.727,124.22,62.83,74.78,,590.00,71.57,5.63,#N/A,,0.33,0.88,97.83,,0.00,0.25,1.05,48.08,#N/A,5.01,35.61,9.722222222,#N/A,8.64,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,7.6,scoring_function_noPIALv2,10/15/2024,,,,,528,,,164,,,,,,,,,,,,20.976526,-159.336371
1501,C-Maiki,Preclearing Baseline,,,Own,,2023-0125,,0,15,10/12/2023,Oahu,,1,Managed forest,2005-2021,Cropland (corn),1976-2016,,#N/A,,,,,,0.001,Orchard/tree crop,Row crop monoculture,Synthetic blend,,,,,,,,,,None,More than twice,Unkonwn,,None,"Mulch (woodchip, leaf litter, other organic material)",Waialua,,,Pasture,PIAL,,Vertisol,Endoaquept/Palehumolt,Ustept,LAC,,2.21,130.67,111.87,24.93,-1.94,6.38,,114.74,30.57,0.04,0.89,0.68,0.57,,#N/A,#N/A,0.00,0.18,26.42,0.8802733397,,154.98,10.00,,31.53,,Done,https://docs.google.com/spreadsheets/d/1Np0Y3iAEhm6-GNKOSwj9RX2QTLV2pPRinpDexcJ18vM/edit#gid=1076234651,7/9/2024,0.38,15,,,#N/A,,,79,,91,167,,,,,,,,,,,22.053545,-158.152061
1052,AFRI-Puerto Rico,,,,,63,2023-0126,011-0047-2021-0650,0,15,1/11/2024,Oahu,,6,Pasture,2019-present,,#N/A,,,,,,,"Pre Plant, sunflower",0.25,Orchard/tree crop,Commercial veg/fruits,Biochar,,,,,,,,,,None,,,No,None,Bare soil,Consumo,,,Protected forest,,Low,Mollisol,Ustifolist,Ustept,HAC,,1.46,26.080,18.37,,14.46,6.98,521,55.49,46.46,0.19,0.77,0.08,0.87,1.29,49.10,1.80,0.00,0.1,116.64,19.2,32.25811055,33.29,10.51085624,5.095120445,10.95,,,46.58,3/9/2022,scoring_function_noPIALv2,10/15/2024,,,,1229,,,,34,,,,,,,,#REF!,,,,19.846786,-159.973354
1655,AFRI-2020,Baseline,,,,2023-0258,2023-0127,002-0015-2019-0085,0,20,6/29/2022,Kauai,,6,Orchard,,Pasture,2009-2012,#N/A,,,,,,,1,Commercial veg/fruits,,None,,,,,#VALUE!,,,,,Disc,Yearly,Yes,Yes,Rain,"Mulch (woodchip, leaf litter, other organic material)",Alapai,,,Conventional cropland,PIAL,,Mollisol,Dystrustept,Udand,HAC,,1.50,150.303,76.66,75.09,120.27,8.24,895.54,93.32,37.61,0.63,0.37,0.15,0.51,,#N/A,0.05,#N/A,0.17,54.65,,#N/A,22.99,13.46,13.89053027,10.59,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,6.5,scoring_function_noPIALv2,,88,218,,,,,,,215,,,,,4.3,,,,,,19.066968,-155.372819
372,,,,,Own,2023-0201,2023-0128,025-0019-2024-0344,0,15,04/26/2024,Oahu,,5.8,,,Pineapple or sugarcane plantation,1950-1985,Pasture,,,,,,Kalo,,Forage,Commercial veg/fruits,Synthetic blend,,,,,,,#VALUE!,,,None,,No,,None,,Umpump,,,Organic cropland,,,Oxisol,,Aquept/Humolt,PNCM,,0.89,27.706,33.51,52.34,,7.13,248,92.06,8.32,0.66,0.07,0.30,0.64,1.1142,18.83,0.09,0.40,0.2,#N/A,,#N/A,32.54,6.8,#N/A,,,Done,33.48,3/9/2022,0.05,,,,3772,,,#N/A,,,,,,695,,,#N/A,,,,,20.614495,-156.561259
419,AFRI-Hawaii,,,,,2022-0170,2023-0129,007-0031-2020-0357,,15,,Oahu,,0.49,Protected forest,2019-current,Cropland (corn),#N/A,#N/A,#N/A,,,,,,,Agroforestry,Row crop monoculture,Synthetic blend,"1,000 lb/ac/yr - 1 ton/ac/yr",,10-20 tons/ac/yr,,,,,,,None,,Yes,Yes,None,Weeds,,,,Conventional cropland,PIAL,Low,Aridisol,Palehumult,Ustoll,HAC,,2.18,360.734,92.48,24.36,-0.48,7.02,1380,96.52,36.73026716,0.19,0.11,0.88,,,,0.73,#N/A,0.69,#N/A,#N/A,7.45,#N/A,10.94117647,#N/A,5.3,,Done,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,6.9,0.26,10/15/2024,,55,3018,,,,,,,,,,,,,,,,,21.688045,-155.982231
1302,Department of Health,,,,Lease,2024-0204,2023-0130,023-0317-2024-0510,,15,6/30/21,Oahu,,10,Cropland,2015-2023,Pasture,#N/A,,NA,,,,,35,2,Agroforestry,Unmanaged forest,,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,#VALUE!,,,,,None,n/a,No,Yes,Sprinkle,Weeds,Wahiawa,,,Unmanaged forest,PIAL,64.58,Andisol,Haplohumult,Ustox,PNCM,,4.16,,115.6950698,18.76,50.24,,1483.547896,184.94,,0.91,0.24,0.39,0.39,0.00,,#N/A,#N/A,0.29,21.6,4.820538199,6.81,,9.071428571,3.627595168,3.74,,Done,28.23,,scoring_function_noPIALv2,10/15/2024,,93,3532,,,,,,,,,,,,,,,,,21.273771,-156.314931
936,CIG-2020,,,,Own,374,2023-0131,002-0015-2019-0096,,15,06/29/2023,Oahu,,0.49,Cropland,1950-2019,Pasture,,Pineapple or sugarcane plantation,1999-previous,,,,,,2,Mixed,,None,"1,000 lb/ac/yr - 1 ton/ac/yr",,#VALUE!,,,,,,,None,,Yes,Yes,None,Weeds,Hanalei-Lolekaa,,,Mixed conventional and organic,PIAL,,Oxisol,Haplustand,,HAC,,8.02,34.66,33.18,6.33,2.16,6.75,288,160.4,8.03,,0.85,0.71,0.13,0.64,81.8473,#N/A,1.25,0.43,#N/A,,#N/A,,11.42,,-1.36,,,19.88,3/9/2022,scoring_function_noPIALv2,25,,,,254,,,0.71,#N/A,,6.95,,622,,,,,,,,20.435291,-158.040404
1874,CIG-2020,,,,Own,459,2023-0132,008-0023-2020-0410,0,15,10/22/2019,Big Island,,7,Unmanaged forest,2022-2024,Protected forest,1990-2005,,#N/A,,,,,HT87 Tree establishment 1,.026 acres,Nothing/bare fallow,No change,None,,,,,,,,,,Disc,,none,No,None,Bare soil,Pulehu,,,Pasture,None,,Oxisol,Eutrostox,Udand,PNCM,,6.88,203.214,34.68,20.71,13.34,6.85,,66.63,12.16,0.96,0.77,0.07,0.33,0.97,30.31707602,0.87,#N/A,0.2,#N/A,#N/A,,,6.181818182,5.493104363,,,Done,42.17,#N/A,scoring_function_noPIALv2,10/15/2024,,,,,,85,,80,154,#N/A,,,,,,,,,,20.974407,-157.513949
1924,SH-KL,Baseline,,,Own,639,2023-0133,011-0063-2022-0031,0,15,11-21-20,Oahu,,32,"Agroforestry, Orchard, Protected forest, Unmanaged forest, Unmanaged/Abandoned Ag land",Agroforestry,Protected forest,1950-1985,Before 2003,#N/A,,,,,Site A,700,Nothing/bare fallow,Unmanaged forest,None,0-250 lbs/acre/yr,,,,,,,,,Disc,,No,No,,Weeds,Pooku,,,Protected forest,PIAL,,Oxisol,Hydrudand,Torrert,PNCM,,1.28,33.55,73.68,23.3,-4.68,,55.81,71.40,38.5739941,,0.43,0.82,0.04,1.37,83.44662738,#N/A,#N/A,0.34,#N/A,32.3939234,37.59,,12.97,#N/A,18.28,,,,3/9/2022,,10/15/2024,,92,,1354,,,,,208,4.86,,,,,,,59,,,20.741398,-158.524859
493,AFRI-Hawaii,,,,,2024-0512,2023-0134,007-0022-2021-0489,0,15,7/31/2024,Big Island,,23,Unmanaged/abandoned,1975-2024,Cropland,#N/A,,NA,,,,,P5-cover crop-crotalaria,,Mixed,No change,Synthetic blend,250-500 lb/ac/yr,,,,,,,,,None,Yearly,,No,Sprinkle,,La Luna,,,Unmanaged forest,PIAL,,Vertisol,Endoaquept/Palehumolt,Ustoll,HAC,,1.40,81.37,87.47,47.93,37.28,7.36,168.14,216.26,19.23358271,,0.76,0.95,0.03,1.14,,#N/A,1.75,0.09,7.56,#N/A,#N/A,374.6,11,11.92435744,19.14,,,https://docs.google.com/spreadsheets/d/1vLahl-Zrg3l4zW2P4mJ5R681o6WIAZl2fB0l5l58x-s/edit#gid=1076234646,7/9/2024,#N/A,16,,32,#N/A,,,,0.44,,,11.47,,,,,,,,51,,19.440825,-154.800024
364,Magoon,Round 2,,,Own,SH-NTBG-14,2023-0135,007-0031-2020-0261,0,12.5,5/31/2019,Oahu,,23,Orchard,,Pineapple or sugarcane plantation,,,1890-1990,Unmanaged/abandoned,,,,100,67 acres,Mixed,No change,Synthetic blend,,,,,#VALUE!,,,,#VALUE!,None,Yearly,,Yes,None,"Mulch (woodchip, leaf litter, other organic material)",Ookala,,,Conventional cropland,None,,Oxisol,Ustifolist,Torrert,HAC,,7.98,14.04,87.95,11.18,9.19,,127.93,86.27,88.1565,0.25,0.38,#N/A,,0.51,,0.29,0.75,0.16,#N/A,#N/A,,,11.44,#N/A,89.53,,,https://docs.google.com/spreadsheets/d/1mlqU9zH13GHF_afZSs_ju9Wjtxa9TrjZFf9XEAViy30/edit#gid=1076234648,7.9,0.61,10/15/2024,,,,,,44,1.11,,,,,,,,,,,,,19.290668,-155.791597
197,SH-KL,,,,Lease,571,2023-0136,011-0048-2023-0179,0,15,7/18/2023,Oahu,,1-3,Cropland,Agroforestry,No Change,#N/A,No Change,NA,Unmanaged/abandoned,NA,,,98,1000,Agroforestry,No change,Mineral,0-250 lb/ac/yr,,#VALUE!,,,,,,,None,Other,No,,None,Weeds,Lolekaa,,,Conventional cropland,None,,Oxisol,Calciargid,,PNCM,,,52.33,168.48,14.69,19.86,6.75,98.97914011,,1.447776461,0.03,0.05,0.20,0.99,1.01,#N/A,#N/A,0.25,0.56,#N/A,,#N/A,37.72,,5.752206649,48.99,,,,10/4/2023,scoring_function_noPIALv2,10/15/2024,,,,,,,,,,11.85,0.74,,,,4.9,,222,,,20.310128,-158.392030
