,,,,,,,,,cm,,Month/day/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,μg C/g soil,umol/g soil or nmol/g soil/hr,,ug NH4-N/g soil        ,Scale 0-14,μg C/g soil,%,,,,,,g/cc,%,,,%,ugN/g soil,,,μg N/g soil,Ratio,,ug NH4-N/g soil,,Status,Project links,Timestamp,,
924,CIG-2020,Baseline,cowpea,,,2023-0119,2022-0152,011-0001-2022-0138,5,90,2/27/2023,Tinian,Synthetic Tinian Site 489,,5,Protected forest,2023-2024,Pineapple or sugarcane plantation,1950-1985,#N/A,1950-1980,,,,,51,1 acre,Agroforestry,Protected forest,None,0-250 lb/ac/yr,,,,,,,,,,More than twice,No,No,None,Bare soil,Mahana,19.703644,-156.676302,,,Agroforestry,,,Mollisol,Haplustoll,Ustox,HAC,,1.28,92.25,45.49,77.5,182.78,4.67,2063.60,181.79,3.95,0.75,0.51,#N/A,#N/A,0.96,#N/A,,0.25,0.2,#N/A,#REF!,#N/A,,9.68,#N/A,,,Done,https://docs.google.com/spreadsheets/d/1Np0Y3iAEhm6-GNKOSwj9RX2QTLV2pPRinpDexcJ18vM/edit?usp=sharing,3/9/2022,0.06,10/15/2024
867,CIG-2020,,,,,2022-0195,2022-0153,017-0143-2023-0134,0,15,2022-06-07 00:00:00,Oahu,Synthetic Oahu Site 757,,200,Cropland,2 years,,,Cropland,#N/A,Unmanaged/abandoned,,,,,0.25,Agroforestry,No change,None,0-250 lb/ac/yr,,,,,,,,,None,More than twice,Yes,No,,,Lolekaa,21.733767,-158.053123,,,Organic cropland,PIAL,,Mollisol,Gypitorrert,,HIST,,12.53,81.232,,54.48,,6.67,180,103.66,0.96,0.16,#N/A,,0.18,,62.16347151,#N/A,0.40,1.22,,#N/A,#N/A,123.9929684,9.260869565,,0,#REF!,,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,#N/A,,10/15/2024
2068,CIG-2020,,,,Own,2021-0618,2022-0154,011-0124-2024-0269,5,15,,Oahu,Synthetic Oahu Site 204,,39,Managed forest,1996-2022,Protected forest,#N/A,#N/A,#N/A,Pineapple or sugarcane plantation,,,,Plot C Control 3,5,Orchard/tree crop,No change,Synthetic blend,,,,,,,,,#VALUE!,Roto,More than twice,Yes,No,Sprinkle,Bare soil,Wahiawa,21.379878,-157.898387,,,Conventional cropland,None,,Ultisol,Haplustoll,Ustox,PNCM,,7.76,65.85,,32.27,66.34,7.72,1740,112.82,14.44,0.50,0.75,0.65,0.83,1.12,,#N/A,#N/A,0.9,#N/A,,4.41,156.59,13.27906977,9.68,14.92,,Done,28.17,,scoring_function_noPIALv2,10/15/2024
1062,UROP-2019,,,,Lease,2024-0088,2022-0155,011-0281-2024-0193,0,15,5/7/2024,Kaho'olawe,Synthetic Kaho'Olawe Site 803,,28,Orchard,2006-present,Cropland (corn),1976-2016,,1904-1994,,,,,Corn to diversified row crops,,Commercial veg/fruits,No change,None,,Compost (2019),,,,,,,,None,,No,No,None,Weeds,Consumo,22.036389,-154.862277,,,Protected forest,None,,Aridisol,,Ustoll,HAC,,10.06,203.204,108.61,9.78,,6.61,169.16,63.66,0.30,0.33,0.91,0.24,0.04,1.03,84.25,#N/A,0.25,0.10,14.30726881,,#N/A,45.9179711,13.57142857,#N/A,0,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit?usp=sharing,3/9/2022,scoring_function_noPIALv2,10/15/2024
1996,AFRI-Puerto Rico,WSARE-2031,,,Lease,2022-0182,2022-0156,010-0329-2024-0527,,50,04/08/2020,Big Island,Synthetic Big Island Site 535,,536.69,Protected forest,1990-2019,,,,,,,,,100,0.25,Orchard/tree crop,Commercial veg/fruits,Natural farming practices,#VALUE!,,#VALUE!,,,,,,,None,Twice yearly,No,Yes,,Weeds,Kemole,19.972788,-156.876431,,,Organic cropland,None,,Vertisol,Gypitorrert,Humult,PNCM,,1.23,67.71,50.73,48.75,2.01,7.28,75.28,421.18,,0.37,0.79,0.80,,,,2.01,,0.68,#N/A,28.11717652,#N/A,195.09,9.611940299,#N/A,5.66,,,https://docs.google.com/spreadsheets/d/1hHnR16Pm-SD0TlAZSCGVcxEi1iMQjoB3UhMNWIC99hI/edit?usp=sharing,8.2,scoring_function_noPIALv2,10/15/2024
1620,LTAR,,,,Other,2021-0664,2022-0157,008-0204-2023-0315,0,,09/14/2022,Puerto Rico,Synthetic Puerto Rico Site 607,,15,Cropland,2006-current,,,,#N/A,,,,,162,0.25,kale,Commercial veg/fruits,Synthetic blend,,,,,,,,,,,,No,Yes,Sprinkle,Bare soil,La Luna,20.617367,-157.020442,,,Protected forest,PIAL,,Vertisol,Haplustoll,Udand,LAC,,,279.559,73.74,29.38,23.86,6.35,2351.4,91.37,,0.79,0.18,0.67,0.51,#N/A,,#N/A,#N/A,0.43,#N/A,#N/A,#N/A,,12.76433121,#N/A,0.12,,Done,16.07,7/9/2024,scoring_function_noPIALv2,18
,CIG-2020,,,,,439,2022-0158,025-0019-2025-674-0037,0,15,7-8-21,Oahu,Synthetic Oahu Site 206,,,Agroforestry,2005-2021,Pasture,#N/A,#N/A,,,,,,Plot 10 control 5,2,Cover crop/legumes | Mixed | Orchard/tree crop | Row crop monoculture | Weeds/Unmanaged,Commercial veg/fruits,Synthetic blend,,,#VALUE!,,,,,,,None,None,Yes,Yes,None,Plastic Mulch,Kapua,21.368151,-158.122433,,,Conventional cropland,PIAL,,Ultisol,,Ustoll,LAC,,1.31,269.414,51.93,30.14,,,2038.01,97.29,29.42951724,0.63,0.71,0.10,0.20,,,,#N/A,0.32,#N/A,#N/A,#N/A,98.77,10.35897436,#N/A,0.94,,,36.96,3/9/2022,scoring_function_noPIALv2,10/15/2024
123,CIG-2020,,,,Own,2023-0374,2022-0159,011-0084-2024-0291,0,15,2/6/2024,Oahu,Synthetic Oahu Site 818,,128,Pasture,1800's - 2022,Unmanaged/abandoned ag land,#N/A,,,Cattle ranching,,,,HE-Pasture-3_Site-A,,Forage,Agroforestry,Fish meal,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,#VALUE!,,#VALUE!,,#VALUE!,Roto,,Yes,No,Surface Drip,Weeds,La Luna,21.496428,-158.145021,,,Conventional cropland,PIAL,,Vertisol,,Udand,LAC,,5.86,44.607,149.32,7.84,194.01,6.56,249,,1.33,0.41,0.99,#N/A,0.37,,,,0.00,0.15,#REF!,51.93930537,#N/A,27.2,11.73,#N/A,40.18,,Done,https://docs.google.com/spreadsheets/d/1oCGqbjI7hSCgkNGZzrmZXamsPtmpQf8Vs2yZ1rgnHFA/edit#gid=1076234646,3/9/2022,scoring_function_noPIALv2,
420,ORCD,Round 1,,,,55,2022-0160,022-0314-2024-0487,0,15,7-8-21,Oahu,Synthetic Oahu Site 636,,27,Orchard,,Cropland,,,,,NA,,,YA compost 5,0.11 ac,Commercial veg/fruits,Unmanaged forest,None,"500-1,000 lb/ac/yr",,,,,,,,,,,Yes,Yes,Surface Drip,Living mulch,Wahiawa,21.660304,-157.764200,,,Pasture,PIAL ,,Andisol,,Udalf/Udept,LAC,,4.38,52.3,12.68,11.45,34.51,7.49,186.61,89.24,1.570813936,0.09,0.84,0.32,,,,#N/A,#N/A,0.11,,0.00,#N/A,212.96,5.60,#N/A,31.43,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit?usp=sharing,,scoring_function_noPIALv2,10/15/2024
1464,SSH,,,,Own,2023-0005,2022-0161,001-0010-2018-0040,,15,02/05/2024,Oahu,Synthetic Oahu Site 944,,,Cropland,,Unmanaged/abandoned,#N/A,Pineapple or sugarcane plantation,#N/A,,,,,P11,,Forage,Commercial veg/fruits,None,0-250 lb/ac/yr,,,,#VALUE!,,#VALUE!,,,Disc,None,,Yes,,Weeds,Ewa,21.566947,-157.915353,,,Mixed conventional and organic,PIAL,,Ultisol,Eutrotorrox,Ustand,LAC,,9.03,64.051,82.18,,56.56,7.18,441,113.35,1.35,#N/A,0.55,0.27,0.62,,,6.06,0.50,0.15,50.40421519,1.200911952,,,13.29,13.32,12.34,,,,7/9/2024,,10/15/2024
1265,SSH,Baseline,,,,2025-0196,2022-0162,006-0027--0190,0,15,7/31/2024,Puerto Rico,Synthetic Puerto Rico Site 095,,23,crop land,>30 yrs,Cropland,1949-2019,Pineapple or sugarcane plantation,1950s,,,,,,,Unmanaged forest,No change,Manures,,,#VALUE!,,,,,,,None,More than twice,Yes,,None,Bare soil,Hanalei-Lolekaa,19.282383,-159.448955,,,Conventional cropland,None,,Vertisol,Hydrudand,Ustert,HAC,,1.53,31.973,49.2,,0.77,6.41,147.67,111.56,0.00,,0.57,0.36,0.06,,,,0.25,0.31,20.45,#N/A,#N/A,32.61958225,10.66666667,631.78,8.63,,Done,13,6.1,scoring_function_noPIALv2,
161,CIG-2020,Round 2,,,,2025-0043,2022-0163,020-0081-2024-0197,,15,2/18/2025,Big Island,Synthetic Big Island Site 840,,23,Orchard,1975-2024,,2003,No Change,#N/A,,,,,Trial block,4.9,Agroforestry,,None,"1,000 lb/ac/yr - 1 ton/ac/yr",,,,,,,,,Disc,,Yes,Yes,None,Weeds,Corozal,19.590525,-155.188310,,,Protected forest,PIAL,,Andisol,Hydrudand,Ustox,HAC,,5.91,,32.12,27.27535558,71.65,6.58,,159.16,,0.26,0.60,#N/A,0.49,#N/A,35.08,#N/A,1.00,0.56,#N/A,24.54482031,,104.74,10.42857143,#N/A,,,Done,26.82,7/9/2024,scoring_function_noPIALv2,10/15/2024
,Client Projects,WSARE-2019,,,Own,SH-HARC-14,2022-0164,011-0074-2022-0066,0,15,6/29/2021,Oahu,Synthetic Oahu Site 893,,10 acres,Cropland,,,,Pasture,,,,,,PR-PI-T1,.026 acres,Row crop monoculture,Unmanaged forest,None,,,,,,,#VALUE!,,,Roto,None,No,,Surface Drip,Weeds,Paia,21.405451,-157.845399,,,Conventional cropland,,,Ultisol,,Ustand,LAC,,1.26,185.682,26.46799267,41.86,-0.49,6.32,,,,,0.21,0.16,0.39,,,#N/A,#N/A,0.19,17.14,#N/A,92.85,22.65,12.43,6.22,2.45,,Done,https://docs.google.com/spreadsheets/d/1hHnR16Pm-SD0TlAZSCGVcxEi1iMQjoB3UhMNWIC99hI/edit?usp=sharing,3/9/2022,scoring_function_noPIALv2,10/15/2024
1458,LTAR,,,,,2024-0325,2022-0165,002-0019-2019-0135,0,15,2/7/18,Big Island,Synthetic Big Island Site 667,,2,Protected forest,2006-current,Cropland,not available,,NA,,,,,HR Plot 5 Sample 8,,Sun coffee,Orchard/tree crop,None,,,,,,,,,#VALUE!,Roto,,Yes,No,None,Bare soil,Umpump,20.545974,-157.662500,,,Conventional cropland,PIAL,,Mollisol,Haplustox,Ustoll,LAC,,1.81,9.458,48.15,5.86,142.12,7.1,2593.66,67.75,12.13556277,0.39,0.87,,0.98,0.66,57.86,1.18,#N/A,1.08,#N/A,26.04420892,,,13.49152542,#N/A,1.7,,,,8.2,scoring_function_noPIALv2,10/15/2024
1051,CIG-2020,Round 1,,,Own,2021-0650,2022-0166,011-0001-2021-0669,0,15,10/12/2023,Big Island,Synthetic Big Island Site 490,,,Cropland,2021-current,Unmanaged/abandoned ag land,,Pineapple or sugarcane plantation,,,,,,Plot C Control 5,,"torpedo grass, halekoa, keave",Commercial veg/fruits,,,,,,#VALUE!,,,,,Mulboard,Yearly,No,Yes,None,Weed Mat,Lualualei,21.739762,-155.680787,,,Unmanaged forest,None,high,Ultisol,Palehumult,Aquept/Humolt,LAC,,36.14,29.59,28.91,67.07,3.78,7.54,2126.25,58.1,0.00,0.96,0.27,0.56,0.50,1.15,,,,0.2,64.09,#N/A,#N/A,,,#N/A,6.37,,In progress,,3/9/2022,scoring_function_noPIALv2,10/15/2024
1539,CIG-2020,WSARE-2019,,,Own,2025-0098,2022-0167,011-0049-2022-0001,0,,11-04-18,Oahu,Synthetic Oahu Site 490,,6,Agroforestry,,Pineapple or sugarcane plantation,Pineapple or sugarcane plantation,#N/A,#N/A,,NA,,,Avocado,,Protected forest,Forage,None,,,,,,,,,,None,Other,Yes,Yes,None,Weeds,Waialua,21.714543,-158.002088,,,Conventional,None,,Andisol,Hydrudand,Folist,LAC,,20.04,,46.35,14.47,259.24,7.19,1402.86342,129.24,31.07,0.51,0.47,0.99,0.06,,81.6079,1.84,#N/A,,74.12,17.12,0.49,42.26,10.23333333,4.918747203,20.46,,Done,,#N/A,0.14,10/15/2024
645,LTAR,,,,,2022-0142,2022-0168,006-0027--0181,0,15,4/26/2024,Oahu,Synthetic Oahu Site 313,,12,Cropland,30-40,Orchard,,#N/A,1945-1970,,,,,Haleakala Ranch Silvopasture 4,3,Nothing/bare fallow,Weeds/Unmanaged,None,0-250 lb/ac/yr,,,,,,,,,None,,Yes,Unknown,None,Plastic Mulch,Wahiawa,21.409094,-158.197254,,,Organic cropland,None,,Inceptisol,,Ustoll,Sand,,0.80,170.3450485,,24.64,25.64,5.92,350.6,80.86,17.28,0.85,0.13,,0.07,1.23,43.46,#N/A,5.00,,#N/A,#N/A,#N/A,918.13,10.5,,20.38,#REF!,Done,https://docs.google.com/spreadsheets/d/1v-gX-zrJah2fKYf8qvFhXk_jvuS8YSDcctUnHklNBGU/edit#gid=364531522,7/10/2024,scoring_function_noPIALv2,8
284,SSH,Round 1,,,,2024-0292,2022-0169,011-0085-2024-0441,0,15,7/11/2024,Big Island,Synthetic Big Island Site 254,,15,Cropland,2013-current,,1976-2016,Unmanaged/abandoned,,,,,,76,200,Commercial veg/fruits,No change,None,250-500 lb/ac/yr,,,,,,,,,Roto,,Yes,No,Surface Drip,"Mulch (woodchip, leaf litter, other organic material)",Kohala,21.227403,-155.108152,,,Organic cropland,PIAL,,Andisol,Haplustox,Perox,LAC,,1.55,130.87,89.49,80.77148841,13.97,8.58,162,87.36,,0.56,0.88,,0.87,0.87,#N/A,#N/A,0.25,0.78,19.15,39.31,37.47,,9.965517241,,5.77,,Done,17.23,,scoring_function_noPIALv2,10/15/2024
720,HICSC,,,,,2021-0596,2022-0170,025-0019-2025-674-0024,0,15,11-21-20,Oahu,Synthetic Oahu Site 710,,5,Unmanaged forest,2017-2021,,#N/A,#N/A,,,,,,ʻ2-3,,Forage,Commercial veg/fruits,Synthetic blend,"500-1,000 lb/ac/yr",,,,,,,,,None,,No,No,Surface Drip,Weeds,Puna,21.323077,-158.128492,,,Agroforestry,None,,Oxisol,Haplustept,,PNCM,,11.04,551.857,70.76,14.47,4.56,8.22,1402.99,169.91,25.22,#N/A,0.44,0.72,0.45,,,0.08,3.50,0.15,,25.23,,84,14.4137931,#N/A,3.66,,,,7/9/2024,0.48,
693,AFRI-2020,,,,Lease,2023-0013,2022-0171,008-0023-2018-0329,0,15,9/23/2019,,Synthetic Hawaii Site 757,,,Cropland,Continuous,Cropland,#N/A,,2005ish-2015,,,,,Kaiwi Farm Mulch 3,,carrot,Unmanaged forest,None,0-250 lb/ac/yr,,,,#VALUE!,,,,,combo of chisel and disc,,Yes,Yes,None,Bare soil,Waialua,20.526161,-157.269486,,,Protected forest,PIAL,,Histosol,Haplohumult,Ustert,HAC,,9.61,64.74,19.97,45.06265986,23.20,7.62,544.95,,13.05,0.10,0.72,1.00,0.45,,14.42,#N/A,#N/A,0.58,1021.41,2.328002786,#N/A,17,13.86,14.64,10.82,,Done,https://docs.google.com/spreadsheets/d/1Np0Y3iAEhm6-GNKOSwj9RX2QTLV2pPRinpDexcJ18vM/edit#gid=1076234653,8,,10/15/2024
1541,CIG-2020,,,,Lease,2022-0114,2022-0172,007-0005-2021-0465,0,15,10/24/2023,,Synthetic Hawaii Site 456,,,Cropland,,,1950-2014,#N/A,,,,,,YA compost 2,,Commercial veg/fruits,No change,Synthetic blend,10-20 tons/ac/yr,,,,,,,,,None,More than twice,Yes,Yes,None,Weeds,Pohakupu,21.988263,-160.052916,,,Conventional cropland,,,Oxisol,Kandiustox,Ustoll,PNCM,,1.11,11.19,45.19495234,7.15,-0.54,6.76,886.32,103.72,0.82,0.96,0.66,0.26,0.14,,83.84732077,0.19,0.00,0.2,,4.44709285,#N/A,16.73055907,9.289156627,12.61856997,3.64,,Done,,3/9/2022,scoring_function_noPIALv2,10/15/2024
1830,AFRI-2020,Round 2,,,,271,2022-0173,013--2021-0515,0,15,11/07/2023,Oahu,Synthetic Oahu Site 969,,7,Unmanaged forest,Continuous,,#N/A,Unmanaged/abandoned,n/a,,,,,144,12,Commercial veg/fruits,No change,Synthetic blend,"500-1,000 lb/ac/yr",,,,#VALUE!,,,,,None,,No,No,Other,"Mulch (woodchip, leaf litter, other organic material)",La Luna,21.403849,-158.081999,,,Pasture,None,,Mollisol,Haplustoll,Ustox,HAC,,1.43,136.14,89.43,3.51,,6.24,631.98,,13.93,0.24,#N/A,#N/A,0.14,,,11.77,0.00,0.6,28.65653076,68.60141297,8.19,21.29,13.55,#N/A,9.75,,,https://docs.google.com/spreadsheets/d/1hGlEMKGPfx7rKo0q2c9sM2IpVLl6aTYW1_uPczssraQ/edit#gid=2114689344,10/4/2023,scoring_function_noPIALv2,10/15/2024
120,Department of Health,Round 1,,,,2023-0438,2022-0174,011-0049-2022-0010,0,15,12/11/2024,Big Island,Synthetic Big Island Site 972,,23,Orchard,,Unmanaged/abandoned ag land,#N/A,,,Unmanaged/abandoned,,,,IA1B,0.0099 acres,Forage,Row crop monoculture,,,,,,,,,,#VALUE!,None,,Yes,No,None,Weeds,Waialua,19.595525,-156.024414,,,Conventional cropland,None,SKIP,Mollisol,,Ustert,HAC,,2.23,206.11,79,29.97996328,125.56,7.26,922.36,93.51,0.71,0.65,0.14,0.09,0.52,,#N/A,#N/A,0.50,0.13,#N/A,7.891457787,,30.18,,11.03,3,,Done,https://docs.google.com/spreadsheets/d/1GwyqgNpfRC3okTlhCzqqJyHaifJUn20q7L_JJRwf6fA/edit,10/4/2023,scoring_function_noPIALv2,7
1475,Mark Thorne,WSARE-2019,,,,2025-674-0031,2022-0175,011-0011-2025-0025,70,15,5/17/2023,Big Island,Synthetic Big Island Site 360,,7,Unmanaged/abandoned,1800's - 2022,,#N/A,,,,,,,P6-Cover Crop,336.63,Orchard/tree crop,Commercial veg/fruits,Synthetic blend,,,,,,,,,,Disc,Other,,No,None,"Mulch (woodchip, leaf litter, other organic material)",Lolekaa,19.693184,-155.420530,,,Shrubland,,,Andisol,Haplustoll,Ustoll,PNCM,,8.71,200.044,37.92,3.89,131.67,8.84,915.8904732,132.05,74.7328,0.62,#N/A,0.79,0.16,,26.47,#N/A,2.00,0.3,,,11.24,35.3,9.289473684,8.867869616,10.19,,,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,,scoring_function_noPIALv2,#N/A
149,CIG-2020,,,,,2022-0027,2022-0176,011-0048-2024-0504,,5,12/20/2021,Big Island,Synthetic Big Island Site 679,,1,Unmanaged/abandoned ag land,1800's - 2022,Pineapple or sugarcane plantation,#N/A,#N/A,,,,,,Adam Frey Plot 1 Sample 1,200,Nothing/bare fallow,No change,Compost,,,,,,,#VALUE!,,,None,More than twice,Unkonwn,Yes,Surface Drip,Weeds,Ewa,20.922109,-155.266884,,,Pasture,None,,Andisol,Calciargid,Ustand,HAC,,4.10,204.806,-1.07,65.59,6.59,8.18,216.43,65.89,33.21,0.84,0.80,0.15,0.59,,,#N/A,2.00,,#N/A,35.10480544,#N/A,55.78,11.97,#N/A,2.35,,,https://docs.google.com/spreadsheets/d/1Np0Y3iAEhm6-GNKOSwj9RX2QTLV2pPRinpDexcJ18vM/edit#gid=1076234661,6.9,scoring_function_noPIALv2,10/15/2024
594,CIG-2020,,,,Own,7,2022-0177,011-0001-2023-0165,0,15,2/22/18,Oahu,Synthetic Oahu Site 923,,0.49,Pasture,,Cropland,#N/A,,1850-1920,,,,,FA1C,0.25,Nothing/bare fallow,Commercial veg/fruits,Synthetic blend,,,,,,,,,,None,,No,Yes,None,Weeds,Kaipoioi,21.617906,-157.726821,,,Protected forest,PIAL,,Mollisol,Haplustoll,Argid,PNCM,,0.58,305.02,69.26,47.60214926,179.69,5.95,362.87,71.18,13.46,0.20,0.42,#N/A,0.55,1.15,16.23,,3.50,,#N/A,#N/A,14.84,62.16,,7.09,21.7,,,https://docs.google.com/spreadsheets/d/1Np0Y3iAEhm6-GNKOSwj9RX2QTLV2pPRinpDexcJ18vM/edit?usp=sharing,,scoring_function_noPIALv2,10/15/2024
564,CIG-2020,,,,,SH-LA-7,2022-0178,011-0126-2024-0141,0,15,10/10/2022,Oahu,Synthetic Oahu Site 481,,11.23,Unmanaged/abandoned,2020-2021,Cropland,1996-2024,#N/A,#N/A,,,,,C1A,0.25,Forage,Orchard/tree crop,Biochar,,,,,,,,,,Roto,,No,No,Surface Drip,"Mulch (woodchip, leaf litter, other organic material)",Hilo,21.450393,-158.239949,,,Pasture,None,,Histosol,Haplustox,Udand,HAC,,18.59,29.49,21.06,15.24,,7.84,1323.075714,56.24,0.74,0.13,0.17,0.75,#N/A,,13.13,#N/A,#N/A,0.1,#N/A,39.73,46.04,49.80985405,11.12359551,3.912445388,3.79,,Done,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,3/9/2022,#N/A,10
1920,CIG-2020,,,,Own,2025-0085,2022-0179,011-0074-2024-0274,0,,2-8-21,,Synthetic Hawaii Site 918,,161.223,Pasture,2024- current,Pineapple or sugarcane plantation,#N/A,#N/A,not available,,,,,ʻ8-2,0.1,Cover crop/legumes-canavalia,Orchard/tree crop,Synthetic blend,,,,,,,#VALUE!,,,Mulboard,Yearly,No,No,,,Hanalei-Lolekaa,21.524030,-159.867331,,,Protected forest,None,,Vertisol,Haplustoll,Ustand,HAC,,12.49,,19.5,25.21,68.48,5.32,1189.54,160.20,47.96,0.18,0.64,0.44,0.09,,15.86355255,0.23,#N/A,0.25,57.97,39.57624662,#N/A,31.52,11.12,#N/A,0.55,,,https://docs.google.com/spreadsheets/d/1mlqU9zH13GHF_afZSs_ju9Wjtxa9TrjZFf9XEAViy30/edit#gid=1076234646,3/9/2022,0.25,10/15/2024
1679,CIG-2020,Round 3,,,,2023-0066,2022-0180,011-0074-2022-0073,0,20,09/05/2024,Oahu,Synthetic Oahu Site 117,,300,crop land,2,Cropland,,Pasture,,,,,,1-5,0.25,Protected forest,Orchard/tree crop,Bone/blood meal,0-250 lb/ac/yr,,,,,,,,,Disc,,No,Yes,None,Weeds,Lualualei,21.662477,-157.775528,,,Conventional cropland,None,,Oxisol,,Ustoll,LAC,,1.64,,109,18.38,-0.32,5.7,984.79,118.47,59.64536056,#N/A,0.29,0.32,0.19,,,,,0.7,89.99,#N/A,0.49,41.29,10.08,#N/A,,,,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,#N/A,,10/15/2024
1825,CIG-2020,,,,Own,411,2022-0181,002-0016-2019-0101,0,15,05/25/2023,Oahu,Synthetic Oahu Site 575,,0.49,,2022-2023,Unmanaged/abandoned,unknown,,,,,,,,,Cover crop/legumes-canavalia,Improved forage,,,,10-20 tons/ac/yr,,,,,,#VALUE!,None,Other,Yes,Yes,Surface Drip,Grass,Lolekaa,21.542082,-157.989085,,,Conventional cropland,,,Vertisol,Palehumult,Ustoll,HAC,,13.67,127.285,95.62,,114.77,7.34,176,,1.20,0.10,0.60,0.30,0.63,0.91,,0.34,#N/A,0.18,#N/A,#N/A,#N/A,,13.33928571,11.64639216,2.49,,,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,6.8,scoring_function_noPIALv2,10/15/2024
9,SSH,,,,,2023-0046,2022-0182,017-0043-2021-0632,0,15,7/18/2023,Oahu,Synthetic Oahu Site 035,,128,horticulutral and vegetable,1980-2021,Cropland,#N/A,Pineapple or sugarcane plantation,xxx-1980,fallow/unmanaged,,,,,,Nothing/bare fallow,Forage,Compost,0-250 lb/ac/yr,,,,,,,,,None,,No,No,Surface Drip,,Molokai,21.575731,-157.810296,,,Managed forest,None,,Aridisol,Eutrustox,Torrert,HIST,,4.98,201.833,32.74,21.23,26.77,4.78,404.00,88.91,26.68,0.78,0.56,0.63,0.30,,22.59301975,,0.25,,#N/A,,7.05,59.49,10.07692308,#N/A,6.69,,Done,https://docs.google.com/spreadsheets/d/1mlqU9zH13GHF_afZSs_ju9Wjtxa9TrjZFf9XEAViy30/edit#gid=1076234650,,scoring_function_noPIALv2,10/15/2024
1208,HICSC,,,,,2023-0380,2022-0183,007-0005-2021-0461,0,15,1/11/2024,Puerto Rico,Synthetic Puerto Rico Site 495,,10 acres,Managed forest,2006-present,Cropland,1949-2019,Before 2003,NA,,,,,,10 acres,Agroforestry,Orchard/tree crop,None,"500-1,000 lb/ac/yr",,,,#VALUE!,,,,#VALUE!,None,,No,Yes,Sprinkle,"Mulch (woodchip, leaf litter, other organic material)",Kohala,22.166712,-156.515157,,,,None,,Ultisol,Hydrudand,,HIST,,8.92,129.4,56.76,54.23,63.18,5.83,146,200.23,,1.00,0.45,#N/A,0.25,,,#N/A,0.25,,#N/A,#N/A,13.93,,11.46,#N/A,42.38,,Done,https://docs.google.com/spreadsheets/d/1GwyqgNpfRC3okTlhCzqqJyHaifJUn20q7L_JJRwf6fA/edit,3/9/2022,scoring_function_noPIALv2,10/15/2024
1002,CIG-2020,Baseline,,,,524,2022-0184,008-0023-2018-0326,0,15,12/14/2023,Oahu,Synthetic Oahu Site 296,,23,"Orchard, Pineapple/Sugar cane plantation",Always,Unmanaged forest,,#N/A,1856-1941,,,,,98,12,Protected forest,Orchard/tree crop,Manures,"500-1,000 lb/ac/yr",,,,#VALUE!,,,,#VALUE!,None,,No,No,None,Bare soil,Consumo,21.669842,-158.292916,,,Pasture,PIAL,,Mollisol,Endoaquept/Palehumolt,Aquept,HAC,,7.73,316.71,56.29,15.03,,4.99,286.25,89.96,2.01,0.33,#N/A,0.38,0.56,1.06,#N/A,#N/A,0.50,0.31,#REF!,#N/A,#N/A,118.43,12.90909091,#N/A,2.45,,Done,https://docs.google.com/spreadsheets/d/1mbsSvGN-fV4Rjyqmd69ggP6rynjHo791QXFY_TbftcA/edit#gid=2114689344,7,scoring_function_noPIALv2,
210,CIG-2020,Baseline,,,Own,418,2022-0186,011-0048-2023-0256,0,,2/5/2021,Oahu,Synthetic Oahu Site 989,,0.49,Unmanaged forest,,,1900-2004,#N/A,,,,,,6-2,18.82,Nothing/bare fallow,Unmanaged forest,None,,,#VALUE!,,,,,,#VALUE!,None,None,No,No,None,,Waialua,21.603172,-157.654035,,,Conventional cropland,,,Andisol,Haplustox,Ustoll,LAC,,3.07,73.048,126.09,31.06,0.44,,185.39,,0.00,0.38,0.20,0.24,0.65,1.23,38.01,2.35,#N/A,0.3,,#N/A,#N/A,,10.33,#N/A,27.93,,,https://docs.google.com/spreadsheets/d/1kM4T-4vxg8TwhkLu4saUhof40IarnAsI-Zo0hsNQQxQ/edit#gid=900287837,#N/A,scoring_function_noPIALv2,
